scraped_at,date_text,time,away,away_score,home,home_score,game_code,venue,game_url
2026-01-05T00:37:13+00:00,Jan 24 (Sat),7:15 PM,North Durham Warriors,,Oshawa Generals,,U14AA-007,Delpark Homes Centre (Pad 3),https://lakeshorehockeyleague.net/Groups/1313/Games/2224700/
2026-01-05T00:37:13+00:00,Jan 17 (Sat),7:15 PM,Quinte West Hawks,,Oshawa Generals,,U14AA-115,Delpark Homes Centre (Pad 3),https://lakeshorehockeyleague.net/Groups/1313/Games/2224703/
2026-01-05T00:37:14+00:00,Jan 03 (Sat),7:00 PM,Whitby Wildcats,1,Oshawa Generals,2,U14AA-078,Delpark Homes Centre (Pad 2),https://lakeshorehockeyleague.net/Groups/1313/Games/2224704/
2026-01-05T00:37:14+00:00,Jan 25 (Sun),6:15 PM,Whitby Wildcats,,Peterborough Petes,,U14AA-098,Healthy Planet Arena (South Pad),https://lakeshorehockeyleague.net/Groups/1313/Games/2224713/
2026-01-05T00:37:15+00:00,Jan 31 (Sat),3:30 PM,Belleville Bulls,,Quinte West Hawks,,U14AA-105,Duncan McDonald Memorial Gardens (Pad 1),https://lakeshorehockeyleague.net/Groups/1313/Games/2224715/
2026-01-05T00:37:15+00:00,Jan 09 (Fri),6:30 PM,Northumberland Nighthawks,,Quinte West Hawks,,U14AA-022,McMullen Recreation Centre,https://lakeshorehockeyleague.net/Groups/1313/Games/2224719/
2026-01-05T00:37:16+00:00,Jan 10 (Sat),6:00 PM,Peterborough Petes,,Quinte West Hawks,,U14AA-129,Duncan McDonald Memorial Gardens (Pad 1),https://lakeshorehockeyleague.net/Groups/1313/Games/2224721/
2026-01-05T00:37:16+00:00,Jan 22 (Thu),6:45 PM,Clarington Toros,,Whitby Wildcats,,U14AA-101,McKinney Centre (Pad 1),https://lakeshorehockeyleague.net/Groups/1313/Games/2224725/
2026-01-05T00:37:16+00:00,Jan 11 (Sun),2:15 PM,Peterborough Petes,,Whitby Wildcats,,U14AA-047,Iroquois Park Sports Centre (Pad 4),https://lakeshorehockeyleague.net/Groups/1313/Games/2224730/
2026-01-05T00:37:17+00:00,Jan 10 (Sat),7:00 PM,North Durham Warriors,,Clarington Toros,,U14AA-060,Garnet B Rickard Recreation Complex (Toyota),https://lakeshorehockeyleague.net/Groups/1313/Games/2224878/
2026-01-05T00:37:17+00:00,Jan 25 (Sun),7:15 PM,Quinte West Hawks,,Clarington Toros,,U14AA-112,Darlington Sports Centre,https://lakeshorehockeyleague.net/Groups/1313/Games/2224880/
2026-01-05T00:37:18+00:00,Jan 03 (Sat),4:00 PM,Clarington Toros,0,Kingston Canadians,4,U14AA-128,INVISTA Centre (CUPE),https://lakeshorehockeyleague.net/Groups/1313/Games/2224882/
2026-01-05T00:37:18+00:00,Jan 30 (Fri),7:00 PM,Belleville Bulls,,North Durham Warriors,,U14AA-074,Uxbridge Community Centre (Pad 1),https://lakeshorehockeyleague.net/Groups/1313/Games/2224886/
2026-01-05T00:37:19+00:00,Jan 31 (Sat),3:45 PM,Oshawa Generals,,North Durham Warriors,,U14AA-131,Uxbridge Community Centre (Pad 2),https://lakeshorehockeyleague.net/Groups/1313/Games/2224888/
2026-01-05T00:37:19+00:00,Jan 24 (Sat),3:00 PM,Ajax-Pickering Raiders,,Northumberland Nighthawks,,U14AA-072,Jack Burger Sports Complex,https://lakeshorehockeyleague.net/Groups/1313/Games/2224890/
2026-01-05T00:37:19+00:00,Jan 29 (Thu),8:00 PM,Clarington Toros,,Northumberland Nighthawks,,U14AA-134,Cobourg Community Centre (Bowl),https://lakeshorehockeyleague.net/Groups/1313/Games/2224891/
2026-01-05T00:37:20+00:00,Jan 04 (Sun),4:30 PM,Whitby Wildcats,5,Northumberland Nighthawks,3,U14AA-123,Cobourg Community Centre (Bowl),https://lakeshorehockeyleague.net/Groups/1313/Games/2224894/
2026-01-05T00:37:20+00:00,Jan 24 (Sat),4:00 PM,Clarington Toros,,Peterborough Petes,,U14AA-107,Miskin Law Community Center (South Pad),https://lakeshorehockeyleague.net/Groups/1313/Games/2224900/
2026-01-05T00:37:21+00:00,Jan 24 (Sat),3:30 PM,Kingston Canadians,,Quinte West Hawks,,U14AA-018,Duncan McDonald Memorial Gardens (Pad 1),https://lakeshorehockeyleague.net/Groups/1313/Games/2224905/
2026-01-05T00:37:21+00:00,Jan 13 (Tue),7:15 PM,Northumberland Nighthawks,,Quinte West Hawks,,U14AA-010,McMullen Recreation Centre,https://lakeshorehockeyleague.net/Groups/1313/Games/2224906/
2026-01-05T00:37:22+00:00,Jan 28 (Wed),7:30 PM,Ajax-Pickering Raiders,,Whitby Wildcats,,U14AA-116,Iroquois Park Sports Centre (Pad 1),https://lakeshorehockeyleague.net/Groups/1313/Games/2224908/
